id;anzahl_sitze;erstzulassung;farbe;feinstaubplakette;getriebe;hubraum;karosserieform;km;kraftstoff;leistung_ps;marke;modell;preis;schadstoffklasse;tueren
renault-twingo-benzin-gold-b9439c9c-0715-4c49-9210-6a797b9b0430;0.0;1997.0;Gold;Keine;Schaltgetriebe;;Kleinwagen;137000.0;Benzin;54.0;Renault;Twingo;650.0;Keine;0.0
toyota-prius-elektro-benzin-grau-28c3e2ed-7794-4e6f-9ec2-6cfece01a365;0.0;2018.0;Grau;Keine;Automatik;;Limousine;34800.0;Elektro/Benzin;122.0;Toyota;Prius;27420.0;Keine;0.0
mercedes-benz-sprinter-319-cdi-maxi-xxl-klima-diesel-blau-6feacce3-ec32-4aaa-aad0-19ff19a60cb1;3.0;2016.0;Blau;4 (Grün);Schaltgetriebe;2987.0;Transporter;500000.0;Diesel;190.0;Mercedes-Benz;Sprinter;15200.0;Euro 6;4.0
volkswagen-golf-plus-comfortline-benzin-schwarz-9329a253-c32d-41d6-b7ea-3caf47e67806;5.0;2010.0;Schwarz;4 (Grün);Schaltgetriebe;1390.0;Limousine;23800.0;Super E10 95;80.0;Volkswagen;Golf Plus;6500.0;Euro 5;5.0
renault-trafic-1-9-dci-l2h1-klima-zum-schlachten-diesel-silber-9c5c5a4e-d1d2-43d6-890b-1ba47a18ed36;3.0;2002.0;Silber;4 (Grün);Schaltgetriebe;1870.0;Transporter;240000.0;Diesel;101.0;Renault;Trafic;1000.0;Euro 3;4.0
bmw-525-5er-xdrive-touring-sport-aut-diesel-schwarz-c71dc328-fe89-46ae-9bf0-04df8fe44de2;5.0;2013.0;Schwarz;Keine;Automatik;1995.0;Kombi;45000.0;Diesel;218.0;BMW;525;15499.0;Euro 5;5.0
mercedes-benz-ml-350-cdi-bluetec-pano-luftf-xenon-ahk-kamera-diesel-grau-79ac5db2-9c13-4068-a084-52d832bfa77a;5.0;2012.0;Grau;4 (Grün);Automatik;2987.0;SUV/Geländewagen/Pickup;256000.0;Diesel (Rußpartikelfilter);258.0;Mercedes-Benz;ML 350;18450.0;Euro 6;4.0
mercedes-benz-b-200-sports-tourer-autom-navi-pdc-klima-benzin-silber-8c7d8a69-4284-4abd-9ef6-2a4a997f046e;5.0;2006.0;Silber;4 (Grün);Automatik;2034.0;Limousine;150000.0;Super 95;136.0;Mercedes-Benz;B 200;6450.0;Euro 4;4.0
mercedes-benz-gl-350-bt-4m-comand-ahk-xenon-panodach-memo-kam-autom-diesel-grau-10d9542f-13cf-4c6f-a7f5-06dd0c4b0bfa;7.0;2015.0;Grau;4 (Grün);Automatik;2987.0;SUV/Geländewagen/Pickup;65490.0;Diesel (Rußpartikelfilter);258.0;Mercedes-Benz;GL 350;43270.0;Euro 6;5.0
citroen-c3-aircross-1-2-pt-130-shine-automatik-kam-schiebedach-benzin-schwarz-826525af-cc0c-454e-9aec-e544afd28085;5.0;2020.0;Schwarz;4 (Grün);Automatik;1199.0;SUV/Geländewagen/Pickup;17.0;Normal/Benzin 91 / Super E10 95 / Super 95 / Super Plus 98 (Rußpartikelfilter);131.0;Citroen;C3 Aircross;22890.0;Euro 6d-TEMP;5.0
opel-astra-j-sports-tourer-edition-diesel-silber-88beea44-2a81-425b-8407-f6a5c7457f95;5.0;2015.0;Silber;4 (Grün);Schaltgetriebe;1598.0;Kombi;88841.0;Diesel (Rußpartikelfilter);110.0;Opel;Astra;8988.0;Euro 6;4.0
volkswagen-golf-v-2-0-l-comfortline-leder-xenon-benzin-schwarz-7fe8f386-122a-4dc9-ada0-dd88c0dc2b2b;5.0;2004.0;Schwarz;Keine;Schaltgetriebe;1984.0;Limousine;243830.0;Super Plus 98;150.0;Volkswagen;Golf;2999.0;Euro 4;4.0
citroen-jumper-kasten-35-l2h2-heavy-diesel-weiss-fe4c6f06-5fee-4b38-a9d1-a1c6c262d43b;3.0;2008.0;Weiß;Keine;Schaltgetriebe;2198.0;Transporter;117416.0;Diesel;101.0;Citroen;Jumper;8900.0;Keine;0.0
suzuki-grand-vitara-2-4-comfort-4x4-klima-nqvi-ahk-benzin-weiss-559da006-2488-4886-827a-5ed9bd7ced19;5.0;2011.0;Weiß;4 (Grün);Schaltgetriebe;2393.0;SUV/Geländewagen/Pickup;99800.0;Super 95;169.0;Suzuki;Grand Vitara;10950.0;Euro 5;4.0
volkswagen-tiguan-1-4-tsi-bmt-trend-fun-aus-1-hand-benzin-weiss-8a947ef8-4ca1-42f5-975f-c32c5adbdec1;5.0;2013.0;Weiß;4 (Grün);Schaltgetriebe;1390.0;SUV/Geländewagen/Pickup;35000.0;Super 95 / Normal/Benzin 91;122.0;Volkswagen;Tiguan;11970.0;Euro 5;5.0
opel-grandland-x-2-0-d-start-stop-automatik-ultimate-na-diesel-257ddd49-6246-4a15-9182-42718388da35;5.0;2018.0;;4 (Grün);Automatik;1997.0;SUV/Geländewagen/Pickup;14000.0;Diesel (Rußpartikelfilter);177.0;Opel;Grandland X;24860.0;Euro 6;5.0
bmw-m2-competition-coupe-m-drivers-p-hk-hifi-dab-benzin-schwarz-0b8e50f8-a4fb-475b-ad02-db12f42a0a3f;4.0;;Schwarz;4 (Grün);Automatik;2979.0;Coupé;100.0;Super 95;411.0;BMW;M2;77940.0;Keine;2.0
bmw-320-d-luxury-navprof-pano-kamera-hifi-diesel-schwarz-2bc9e059-edc4-4fb0-9eb6-537b53365239;5.0;2019.0;Schwarz;4 (Grün);Automatik;1995.0;Kombi;26699.0;Diesel (Rußpartikelfilter);190.0;BMW;320;36995.0;Euro 6;5.0
bmw-x4-xdrive30d-xline-navprof-pano-ahk-kamera-adapled-diesel-rot-23a73221-4616-47a3-ad70-771a79f712fe;5.0;2019.0;Rot;4 (Grün);Automatik;2993.0;SUV/Geländewagen/Pickup;19999.0;Diesel (Rußpartikelfilter);265.0;BMW;X4;48795.0;Euro 6;5.0
bmw-330-d-xdrive-msport-navprof-pano-acc-laserlicht-ahk-diesel-grau-b58be23a-32db-41c3-a26a-c7c61f3487f9;5.0;2019.0;Grau;4 (Grün);Automatik;2993.0;Kombi;18399.0;Diesel (Rußpartikelfilter);265.0;BMW;330;52395.0;Euro 6;5.0
bmw-520-d-touring-m-sportpaket-hifi-dab-led-wlan-rfk-diesel-blau-d9d1d32d-41be-4266-bd30-fbf2ab7d4cbc;5.0;;Blau;4 (Grün);Automatik;1995.0;Kombi;100.0;Diesel (Rußpartikelfilter);190.0;BMW;520;61990.0;Keine;5.0
bmw-530-i-touring-m-sportpaket-head-up-hifi-led-wlan-benzin-schwarz-0a036502-dcd4-4d8e-9df4-670c1fb8954f;5.0;2017.0;Schwarz;4 (Grün);Automatik;1998.0;Kombi;64747.0;Super 95 / Super Plus 98;252.0;BMW;530;77778.0;Euro 6;5.0
bmw-116-d-5-tuerer-m-sportpaket-hifi-navi-bus-usb-diesel-grau-716af853-1351-4664-b561-72cced37c7e6;5.0;2018.0;Grau;4 (Grün);Schaltgetriebe;1496.0;Limousine;52139.0;Diesel (Rußpartikelfilter);116.0;BMW;116;18880.0;Euro 6;5.0
bmw-520-d-touring-head-up-hifi-pano-dach-navi-prof-diesel-grau-e2903163-030a-47f5-9ca2-cd134d884801;5.0;2016.0;Grau;4 (Grün);Automatik;1995.0;Kombi;74200.0;Diesel (Rußpartikelfilter);190.0;BMW;520;23840.0;Euro 6;5.0
mini-john-cooper-works-3-tuerer-navi-led-panorama-harman-kardon-benzin-schwarz-86512482-4201-4478-93bd-a611138ac790;4.0;2020.0;Schwarz;4 (Grün);Automatik;1998.0;Limousine;97.0;Super E10 95;231.0;MINI;John Cooper Works;37990.0;Keine;3.0
peugeot-308-active-puretech-130-benzin-grau-0e376b74-95c6-4ee6-a75e-d7853a8760cc;5.0;2015.0;Grau;4 (Grün);Schaltgetriebe;1199.0;Kombi;37029.0;Super 95;131.0;Peugeot;308;11790.0;Euro 6;5.0
bmw-530-d-xdrive-touring-m-sportpaket-head-up-hifi-diesel-weiss-7cb0ed6b-ca59-4a98-bac5-6520b496fd60;5.0;2017.0;Weiß;Keine;Automatik;2993.0;Kombi;166322.0;Diesel (Rußpartikelfilter);265.0;BMW;530;30696.0;Euro 6;5.0
bmw-225-xe-iperformance-active-tourer-advantage-navi-elektro-benzin-grau-43ca184f-2485-4eb9-8e44-5ba6bdadfea2;5.0;2017.0;Grau;4 (Grün);Automatik;1499.0;Van/Kleinbus;60700.0;Super 95;224.0;BMW;225;21790.0;Euro 6;5.0
bmw-320-i-touring-m-sportpaket-hk-hifi-led-wlan-shz-benzin-schwarz-0a588a7c-f904-486e-b6af-5f2fa618a850;5.0;2017.0;Schwarz;4 (Grün);Schaltgetriebe;1998.0;Kombi;46475.0;Super 95 / Super Plus 98;184.0;BMW;320;24450.0;Euro 6;5.0
bmw-x5-xdrive30d-head-up-led-wlan-standhzg-rfk-ahk-diesel-braun-906b0b70-a86a-470e-b3d3-eb2fa3b2287d;5.0;2017.0;Braun;4 (Grün);Automatik;2993.0;SUV/Geländewagen/Pickup;44067.0;Diesel (Rußpartikelfilter);258.0;BMW;X5;42890.0;Euro 6;5.0
smart-fortwo-prime-cool-media-navi-leder-servo-komfortpaket-benzin-rot-d2af9402-e832-4af8-a477-92dbdcc0d66c;2.0;2016.0;Rot;4 (Grün);Automatik;999.0;Kleinwagen;19590.0;Super 95;71.0;smart;forTwo;9999.0;Euro 6;3.0
volkswagen-golf-sportsvan-vii-highline-1-4-tsi-dsg-led-shz-benzin-grau-e7bc2501-ef0e-4a8c-a781-116daa2d7d24;5.0;2017.0;Grau;4 (Grün);Automatik;1395.0;Van/Kleinbus;36643.0;Super 95;125.0;Volkswagen;Golf Sportsvan;15987.0;Euro 6;5.0
audi-a5-sportback-2-0-tdi-leder-xenon-navi-diesel-braun-8e3a5972-b876-4bd7-9fc2-c9150f0cebb1;4.0;2013.0;Braun;4 (Grün);Automatik;1968.0;Kombi;60123.0;Diesel (Rußpartikelfilter);150.0;Audi;A5;17380.0;Euro 5;5.0
mercedes-benz-e-220-bluetec-d-cabrio-9g-tronic-diesel-schwarz-0823a8a4-d7be-4757-a1a8-efc14307dd1f;4.0;2017.0;Schwarz;4 (Grün);Automatik;2143.0;Cabrio;18527.0;Diesel (Rußpartikelfilter);170.0;Mercedes-Benz;E 220;29950.0;Euro 6;2.0
mercedes-benz-glk-250-bluetec-4matic-7g-tronic-comand-bi-xeon-ahk-euro-6-diesel-grau-d183ea84-e29e-4e3e-8721-e71f0252a003;5.0;2015.0;Grau;4 (Grün);Automatik;2143.0;SUV/Geländewagen/Pickup;93000.0;Diesel (Rußpartikelfilter);204.0;Mercedes-Benz;GLK 250;24990.0;Euro 6;5.0
honda-jazz-1-4-si-benzin-rot-48e939d7-78fb-413f-8c73-00339cafe439;0.0;2012.0;Rot;4 (Grün);Schaltgetriebe;1339.0;Van/Kleinbus;61155.0;Super 95;99.0;Honda;Jazz;8450.0;Euro 5;5.0
dacia-duster-1-2-tce-125-4x2-top-navi-pdc-usw-benzin-grau-dcaf8810-731c-4429-b206-6869fdbc3a71;5.0;2016.0;Grau;Keine;Schaltgetriebe;1197.0;SUV/Geländewagen/Pickup;72325.0;Benzin;125.0;Dacia;Duster;9800.0;Euro 6;4.0
volkswagen-polo-1-2-klima-allwetter-tempomat-benzin-grau-8bbdb8a3-82e2-4f19-a272-f9153cd5fe33;5.0;2010.0;Grau;4 (Grün);Schaltgetriebe;1198.0;Kleinwagen;117200.0;Super 95;69.0;Volkswagen;Polo;5250.0;Euro 5;4.0
seat-alhambra-2-0-tdi-fr-line-dsg-4x4-navi-acc-bixenon-shz-ahk-diesel-schwarz-b980d508-2566-42b8-a96d-d05cc4e85bbb;7.0;2020.0;Schwarz;4 (Grün);Automatik;1968.0;Van/Kleinbus;;Diesel (Rußpartikelfilter);177.0;SEAT;Alhambra;38980.0;Keine;5.0
audi-a6-avant-40-tdi-design-s-tronic-leder-ambiente-diesel-grau-a87c114d-89aa-4269-9bc1-c983eb8b3724;5.0;2019.0;Grau;4 (Grün);Automatik;1968.0;Kombi;80000.0;Diesel (Rußpartikelfilter);204.0;Audi;A6;34900.0;Euro 6d-TEMP;4.0
skoda-fabia-combi-1-4-tdi-dsg-style-navi-shz-pdc-diesel-schwarz-5cb71871-f33e-4b1c-80de-a75e5664ad9e;5.0;2016.0;Schwarz;4 (Grün);Automatik;1422.0;Kombi;85300.0;Diesel (Rußpartikelfilter);90.0;Skoda;Fabia;8750.0;Euro 6;4.0
mercedes-benz-c-180-c-klasse-lim-c-180-cgi-avantgarde-schiebedach-benzin-schwarz-7be6327c-974a-451e-89ce-25f7faafa919;5.0;2014.0;Schwarz;4 (Grün);Automatik;1595.0;Limousine;59000.0;Super 95;156.0;Mercedes-Benz;C 180;16850.0;Euro 6;4.0
ford-kuga-1-5-ecoboost-coolconnect-4x2-startst-euro-6d-benzin-silber-4123d624-245f-45c1-bcd6-f19c92fa2635;5.0;2019.0;Silber;4 (Grün);Schaltgetriebe;1498.0;SUV/Geländewagen/Pickup;5574.0;Super 95 (Rußpartikelfilter);150.0;Ford;Kuga;20450.0;Euro 6d-TEMP;5.0
ford-ecosport-1-0-ecoboost-coolconnect-startstopp-euro-benzin-silber-28143657-eb42-4b27-9f56-c9b09c811423;5.0;2019.0;Silber;4 (Grün);Schaltgetriebe;998.0;SUV/Geländewagen/Pickup;17497.0;Super 95;125.0;Ford;EcoSport;15450.0;Euro 6d-TEMP;5.0
ford-kuga-1-5-ecoboost-coolconnect-4x2-startst-euro-6d-benzin-silber-8a3b86d9-66ac-47f9-b161-18b155ce94ad;5.0;2019.0;Silber;Keine;Schaltgetriebe;1498.0;SUV/Geländewagen/Pickup;13628.0;Super 95 (Rußpartikelfilter);150.0;Ford;Kuga;20450.0;Euro 6d-TEMP;5.0
ford-kuga-1-5-ecoboost-coolconnect-4x2-startst-euro-6d-benzin-schwarz-38e62b81-6f9f-4028-98a0-c6150a69299e;5.0;2019.0;Schwarz;4 (Grün);Schaltgetriebe;1498.0;SUV/Geländewagen/Pickup;10277.0;Super 95 (Rußpartikelfilter);150.0;Ford;Kuga;20450.0;Euro 6d-TEMP;5.0
ford-ecosport-1-0-ecoboost-titanium-startstopp-euro-6d-benzin-beige-79d16b06-05c6-480c-951f-6f4c36a6473c;5.0;2018.0;Beige;4 (Grün);Schaltgetriebe;998.0;SUV/Geländewagen/Pickup;1807.0;Super 95;125.0;Ford;EcoSport;15850.0;Euro 6d-TEMP;5.0
ford-kuga-1-5-ecoboost-sync-edition-4x2-startstopp-euro-benzin-grau-82495a88-bc2f-4bec-a2e3-d0f0a66898e0;5.0;2016.0;Grau;4 (Grün);Schaltgetriebe;1498.0;SUV/Geländewagen/Pickup;30606.0;Super 95;150.0;Ford;Kuga;13950.0;Euro 6;5.0
ford-kuga-titanium-ahk-el-heckklappe-pdc-benzin-grau-43225213-d94d-41ed-9e1e-4080b44b8afe;5.0;2014.0;Grau;4 (Grün);Schaltgetriebe;1596.0;SUV/Geländewagen/Pickup;73800.0;Super 95;150.0;Ford;Kuga;13490.0;Keine;4.0
toyota-auris-1-8-vvt-i-hybrid-ts-design-edition-navi-elektro-benzin-blau-a719f94d-eef8-4edc-9d09-92cfba6d4fb7;5.0;2016.0;Blau;4 (Grün);Automatik;1798.0;Kombi;40334.0;Super 95;136.0;Toyota;Auris;16990.0;Euro 6;5.0
toyota-prius-hybrid-executive-navi-ahk-jbl-elektro-benzin-silber-c201e3fd-f1a3-4059-b375-afc170f37df6;5.0;2016.0;Silber;4 (Grün);Automatik;1798.0;Limousine;99763.0;Super 95;136.0;Toyota;Prius;16990.0;Euro 5;5.0
opel-zafira-tourer-1-4-turbo-navi-7-sitzer-kamera-pdc-benzin-grau-295d2db2-df0c-4031-b478-f4a5a36d5897;5.0;2017.0;Grau;4 (Grün);Schaltgetriebe;1364.0;Van/Kleinbus;58159.0;Super E10 95;140.0;Opel;Zafira Tourer;13980.0;Keine;5.0
renault-twingo-expression-1-2-16v-benzin-rot-bb9523ea-4a76-42f9-8f37-1b48d5219c3f;4.0;2013.0;Rot;4 (Grün);Schaltgetriebe;1149.0;Limousine;29200.0;Super 95;75.0;Renault;Twingo;4500.0;Euro 5;3.0
ford-focus-benzin-schwarz-aa3617ac-7ece-49b5-a5cb-7323017e135f;0.0;2004.0;Schwarz;Keine;Schaltgetriebe;;Kombi;265000.0;Benzin;101.0;Ford;Focus;399.0;Keine;0.0
fiat-panda-panda-1-2-benzin-weiss-6c31bb2c-9925-4a57-8dd4-0b1378847b32;5.0;2009.0;Weiß;Keine;Schaltgetriebe;1242.0;Limousine;93470.0;Super 95;60.0;Fiat;Panda;1936.0;Keine;0.0
mitsubishi-outlander-plug-in-hybrid-outlander-plug-in-hybrid-top-2-4-m-elektro-benzin-grau-755b32bc-74f2-4878-aea4-eeb4c7767d4e;5.0;2020.0;Grau;4 (Grün);Schaltgetriebe;2360.0;SUV/Geländewagen/Pickup;50.0;Strom / Super E10 95;135.0;Mitsubishi;Outlander;34950.0;Euro 6d-TEMP;5.0
ford-fiesta-benzin-rot-88466882-9e43-4495-9ff5-7d169d2b869c;0.0;2015.0;Rot;Keine;Schaltgetriebe;;Kleinwagen;41700.0;Benzin;82.0;Ford;Fiesta;6899.0;Keine;0.0
volkswagen-passat-lim-comfortline1handtuevneunavi-scheckheft-benzin-blau-9f33ca42-41b4-4edb-91e7-53578ea7c7e7;5.0;2005.0;Blau;4 (Grün);Schaltgetriebe;1598.0;Limousine;99000.0;Super 95 (Rußpartikelfilter);116.0;Volkswagen;Passat;5990.0;Euro 4;4.0
skoda-fabia-cool-edition-navi-tuev-scheckheft-benzin-beige-827236bf-62f7-41ad-b6cb-086d17b5d0aa;5.0;2010.0;Beige;4 (Grün);Schaltgetriebe;1198.0;Limousine;58651.0;Super 95;60.0;Skoda;Fabia;4600.0;Euro 5;4.0
opel-insignia-st-innovation-opc-line-leder-ahk-diesel-weiss-c9573c2d-3917-4f95-b25a-e1aa500c0031;5.0;2016.0;Weiß;4 (Grün);Automatik;1956.0;Kombi;76439.0;Diesel (Rußpartikelfilter);170.0;Opel;Insignia;16950.0;Euro 6;4.0
volkswagen-sharan-2-0-tdi-blue-motion-comfortline-diesel-grau-270c29aa-88ef-ca75-e053-0100007f5b57;7.0;2012.0;Grau;Keine;Schaltgetriebe;1968.0;Kombi;190000.0;Diesel (Rußpartikelfilter);170.0;Volkswagen;Sharan;13000.0;Euro 5;5.0
opel-mokka-x-1-4-innovation-at-shz-schiebedach-led-navi-benzin-grau-ee2f80e6-5baf-4363-976e-e7712f23c501;5.0;2019.0;Grau;4 (Grün);Automatik;1364.0;SUV/Geländewagen/Pickup;15203.0;Super E10 95;140.0;Opel;Mokka X;18437.0;Keine;5.0
opel-mokka-x-1-4-innovation-at-shz-schiebedach-led-navi-benzin-grau-45091b10-9d41-4944-9424-9fad790c7ea3;5.0;2019.0;Grau;4 (Grün);Automatik;1364.0;SUV/Geländewagen/Pickup;15373.0;Super E10 95;140.0;Opel;Mokka X;18437.0;Keine;5.0
opel-mokka-x-1-4-innovation-at-shz-schiebedach-led-navi-benzin-grau-12de90e7-7ec9-4099-846d-62895bd8ee06;5.0;2019.0;Grau;4 (Grün);Automatik;1364.0;SUV/Geländewagen/Pickup;16520.0;Super E10 95;140.0;Opel;Mokka X;18437.0;Keine;5.0
jeep-grand-cherokee-wk-2010-6-4-v8-hemi-srt-benzin-schwarz-3542cc28-d65b-4ac9-bdb1-2d8167635518;5.0;2015.0;Schwarz;4 (Grün);Automatik;6417.0;SUV/Geländewagen/Pickup;29974.0;Super 95 / Super Plus 98 / Super E10 95;468.0;Jeep;Grand Cherokee;44990.0;Euro 6;5.0
porsche-macan-s-diesel-panorama-21-turbo-pasm-pcm-tempolimit-r-diesel-schwarz-dc3b0263-f779-4b57-a082-da98e1a46aad;5.0;2014.0;Schwarz;4 (Grün);Automatik;2967.0;SUV/Geländewagen/Pickup;77900.0;Diesel (Rußpartikelfilter);258.0;Porsche;Macan;45790.0;Euro 6;4.0
honda-cr-v-2-2i-dtec-dpf-elegance-advantage-paket-diesel-grau-3ef6a43d-1bcc-4220-8eee-b6d2cff81086;5.0;2012.0;Grau;4 (Grün);Schaltgetriebe;2199.0;SUV/Geländewagen/Pickup;137826.0;Diesel (Rußpartikelfilter);150.0;Honda;CR-V;9490.0;Euro 5;5.0
opel-mokka-x-1-4-innovation-at-shz-schiebedach-led-navi-benzin-grau-0c686a48-2e86-4365-8cc8-c29171e0b7f1;5.0;2019.0;Grau;4 (Grün);Automatik;1364.0;SUV/Geländewagen/Pickup;14223.0;Super E10 95;140.0;Opel;Mokka X;18437.0;Keine;5.0
opel-mokka-x-1-4-innovation-at-shz-schiebedach-led-navi-benzin-schwarz-cb2293a1-d938-4ac4-bbae-8c2e3cc2fd6b;5.0;2019.0;Schwarz;4 (Grün);Automatik;1364.0;SUV/Geländewagen/Pickup;16384.0;Super E10 95;140.0;Opel;Mokka X;18437.0;Keine;5.0
opel-zafira-tourer-1-4-turbo-navi-7-sitzer-kamera-pdc-benzin-grau-5a9c6960-3e28-4b05-8323-7b0f7f8e7c8a;5.0;2017.0;Grau;4 (Grün);Schaltgetriebe;1364.0;Van/Kleinbus;62365.0;Super E10 95;140.0;Opel;Zafira Tourer;13980.0;Keine;5.0
opel-zafira-tourer-1-4-turbo-navi-7-sitzer-kamera-pdc-benzin-schwarz-952438a8-c664-4821-8a7e-f7fcc3e494b2;5.0;2017.0;Schwarz;4 (Grün);Schaltgetriebe;1364.0;Van/Kleinbus;61348.0;Super E10 95;140.0;Opel;Zafira Tourer;13980.0;Keine;5.0
opel-zafira-tourer-1-4-turbo-navi-7-sitzer-kamera-pdc-benzin-schwarz-28e21c17-ae78-4589-a762-9e5121d7b1e1;5.0;2017.0;Schwarz;4 (Grün);Schaltgetriebe;1364.0;Van/Kleinbus;59504.0;Super E10 95;140.0;Opel;Zafira Tourer;13980.0;Keine;5.0
opel-astra-j-5trg-1-4-turbo-style-ahk-sitzheizung-benzin-braun-6f8a3ce0-699a-4465-89ab-52e1e7fc5c98;5.0;2015.0;Braun;4 (Grün);Schaltgetriebe;1364.0;Limousine;79999.0;Super 95;140.0;Opel;Astra;9880.0;Euro 6;4.0
volkswagen-golf-iv-lim-1-6-highlinelederhu-05-21esd-benzin-blau-9f51ca77-d52d-4b75-b8ce-668ce890e2ac;5.0;1999.0;Blau;4 (Grün);Schaltgetriebe;1595.0;Limousine;235000.0;Super 95;101.0;Volkswagen;Golf;490.0;Euro 2;2.0
mazda-6-kombi-skyactiv-d-175-at-nakama-intense-gsd-sthz-diesel-grau-04f92c2e-f518-4443-9d48-e0a3b047e89d;0.0;2017.0;Grau;4 (Grün);Automatik;2191.0;Kombi;75817.0;Diesel;175.0;Mazda;6;20890.0;Euro 6;5.0
mazda-2-skyactiv-g-90-exclusive-line-tou-p-lic-p-nav-benzin-rot-8da979bd-02f6-43b3-bbfc-418b19819832;5.0;2018.0;Rot;4 (Grün);Schaltgetriebe;1496.0;Kleinwagen;950.0;Super E10 95 / Super 95;90.0;Mazda;2;14890.0;Euro 6;5.0
mazda-6-kombi-skyactiv-g-165-at-sports-line-benzin-silber-d3ad5c44-81ec-43ec-a7c5-00ef7e7c7e80;5.0;2018.0;Silber;4 (Grün);Automatik;1998.0;Kombi;11900.0;Super E10 95 / Super 95;165.0;Mazda;6;24990.0;Euro 6d-TEMP;5.0
volkswagen-golf-variant-vi-1-6-tdi-dpf-highline-diesel-schwarz-c13029aa-1840-aa07-e053-0100007f90aa;5.0;2011.0;Schwarz;4 (Grün);Schaltgetriebe;1598.0;Kombi;150000.0;Diesel (Rußpartikelfilter);105.0;Volkswagen;Golf Variant;6999.0;Euro 5;5.0
audi-a4-avant-3-0-tdi-quattro-tiptronic-diesel-grau-ed1029aa-3445-bc77-e053-0100007f373d;5.0;2016.0;Grau;Keine;Automatik;2967.0;Kombi;102300.0;Diesel (Rußpartikelfilter);272.0;Audi;A4;28900.0;Euro 6;5.0
volkswagen-tiguan-2-0-tdi-scr-4motion-bluemotion-techn-dsg-comfor-diesel-grau-134a0e14-5228-45eb-8d18-592a25ae12e1;5.0;2017.0;Grau;Keine;Automatik;1968.0;SUV/Geländewagen/Pickup;153012.0;Diesel;150.0;Volkswagen;Tiguan;13199.0;Euro 6d-TEMP;5.0
audi-a6-2-4-benzin-grau-812829aa-f5f8-3302-e053-0100007f0504;5.0;1998.0;Grau;4 (Grün);Automatik;2393.0;Limousine;114000.0;Benzin;165.0;Audi;A6;1200.0;Euro 3;4.0
opel-corsa-e-1-4-color-edition-led-pdc-winterpaket-benzin-weiss-075212fa-724a-4ffb-83f6-c18723d25a06;5.0;2019.0;Weiß;4 (Grün);Schaltgetriebe;1398.0;Kleinwagen;19450.0;Super 95;90.0;Opel;Corsa;11980.0;Euro 6d-TEMP;4.0
mercedes-benz-v-250-dled360ahkshz7-sitzermwst-vollleder-diesel-schwarz-c3f28a06-6785-4fc2-bc58-4309a1a8ee15;7.0;2014.0;Schwarz;4 (Grün);Automatik;2143.0;Van/Kleinbus;208000.0;Diesel (Rußpartikelfilter);190.0;Mercedes-Benz;V 250;26900.0;Euro 6;4.0
opel-mokka-x-1-4-edition-navi-kamera-apple-android-benzin-schwarz-200df47a-118a-4e97-a3e0-71c2ce40a1a0;5.0;2019.0;Schwarz;4 (Grün);Schaltgetriebe;1364.0;SUV/Geländewagen/Pickup;19999.0;Super 95;140.0;Opel;Mokka;16980.0;Euro 6d-TEMP;4.0
volkswagen-caddy-maxi-kasten-2-0tdi-bmtklimashzmwst-diesel-weiss-788b08d5-d350-4d80-ad95-226c2159c58c;2.0;2014.0;Weiß;4 (Grün);Schaltgetriebe;1968.0;Van/Kleinbus;154700.0;Diesel (Rußpartikelfilter);140.0;Volkswagen;Caddy;9900.0;Euro 5;4.0
porsche-boxster-s-schalter-approved-07-2022-benzin-schwarz-f0875922-cd05-49fd-9990-e6675f1855af;2.0;2014.0;Schwarz;4 (Grün);Schaltgetriebe;3436.0;Cabrio;18800.0;Super Plus 98;315.0;Porsche;Boxster;51900.0;Euro 5;2.0
volkswagen-fox-1-2-benzin-blau-7e4b28aa-452a-e41a-e053-0100007f446e;4.0;2006.0;Blau;Keine;Schaltgetriebe;1198.0;Limousine;171083.0;Benzin;54.0;Volkswagen;Fox;1500.0;Euro 4;3.0
mercedes-benz-e-200-t-9g-tronic-avantgarde-extras-benzin-schwarz-61814229-ae6c-4609-ae9c-a1299cfc23a4;5.0;2018.0;Schwarz;4 (Grün);Automatik;1991.0;Kombi;32900.0;Super 95;184.0;Mercedes-Benz;E 200;29998.0;Euro 6;4.0
seat-ibiza-lim-style-salsa-original-navi-benzin-rot-4811f1bc-d04f-4392-94fa-5f9a7ca3f1a6;5.0;2014.0;Rot;4 (Grün);Schaltgetriebe;1390.0;Kleinwagen;89991.0;Super 95;86.0;SEAT;Ibiza;5890.0;Euro 5;4.0
mercedes-benz-citan-112-cte-l-benziner-navigation-benzin-braun-e2d9200d-0692-452f-b5c8-903832c6561f;5.0;2019.0;Braun;4 (Grün);Schaltgetriebe;1197.0;Kombi;6522.0;Super 95;114.0;Mercedes-Benz;Citan;18411.0;Euro 6;5.0
mercedes-benz-citan-112-cte-l-benziner-navigation-benzin-braun-f41e977d-96b4-4dfc-a247-2d5a7684583d;5.0;2019.0;Braun;4 (Grün);Schaltgetriebe;1197.0;;6522.0;Super 95;114.0;Mercedes-Benz;Citan;18411.0;Euro 6;5.0
mercedes-benz-citan-112cte-autom-klima-navi-kamera-tempomat-benzin-silber-b4264f01-f76d-49ea-9758-a21dfcd8e1ce;5.0;2018.0;Silber;4 (Grün);Automatik;1461.0;Van/Kleinbus;30000.0;Super 95;114.0;Mercedes-Benz;Citan;23189.0;Euro 6;5.0
